,quote,author,tags
45,“You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.”,Harper Lee,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
46,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
47,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
48,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
49,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
50,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
51,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
52,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
53,“Never tell the truth to people who are not worthy of it.”,Mark Twain,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
54,"“A person's a person, no matter how small.”",Dr. Seuss,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
55,"“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”",George R.R. Martin,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
56,"“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”",George R.R. Martin,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
57,"“The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution.”",J.K. Rowling,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
